Klinik;Nutzername;Local Guide;Anzahl geschriebener Rezensionen;Erfahrungsbericht;Sterne;Datum der Rezension;Likes;Antwort;Datum der Antwort;URL;Extraktionsdatum
MEDICLIN Seepark Klinik  ;Dana Tunsch;Nein;1 Rezension;Die Klinik selbst war ganz okay. Frau Dennstedt als Therapeutin war mein Highlight. Junge und super freundliche und verständliche Frau. Hat sich für mich sogar extra Zeit genommen.; 3 Sterne ;vor einem Jahr;1;Keine Antwort;Kein Datum;https://www.google.com/maps/place/MEDICLIN+Seepark+Klinik/@52.8236324,10.6832706,15z/data=!4m2!3m1!1s0x0:0x3df95c42798fac31?sa=X&ved=2ahUKEwjap-Pm8_DuAhXE_aQKHQyhD_UQ_BIwCnoECBUQBQ;1062021
MEDICLIN Seepark Klinik  ;Stephan;Nein;1 Rezension;"Ich war im Zeitraum Juni-Juli 2019 im Bereich Psychosomatik Patient der Rehaklinik. Ich dachte im Vorhinein, dass evtl. der Schwerpunkt Essstörungen die anderen Bereiche wie z.B. Psychosomatik … hinten anstellt. Dem war aber nicht so. Nach meiner Erfahrung steht und fällt die Reha mit der eigenen Einstellung und natürlich der Gruppe. Wer bereits als Meckerkopf anreist wird natürlich immer Fehler finden (die gibt es überall, auch hier geht mal was schief…). Jedoch wird immer um Rückmeldung gebeten und man ist mit seinen Problemen nie allein. Die Zusammenstellung der Gruppe ist natürlich Glückssache. Zudem waren auch manche Gruppen unzufrieden mit Ihren Gruppen-Therapeuten. Dazu kann ich nichts sagen. Meine Gruppe war toll und unser Therapeut (Hr. Küttel) ein super kompetenter, sehr motivierter und sympathischer Mensch. Danke nochmal!

Die Lage der Reha Klinik war ok:
positiv		ein bisschen abhängig vom Wetter! Schöner Bodenteich mit super Parkanlage!, Empfehlung: Kuchen essen in Lüder (Nachbarort 3km, besser PKW), Schweden Cafe (im Ort), Restaurants: Grieche und Spanier (im Ort), Freibad für Patienten sogar kostenlos (im Ort aber Laufen ca30min, besser PKW), Einkaufsmöglichkeiten (Netto und Aldi… im Ort Laufen ca20min, besser PKW)

negativ		ohne eigenen PKW nicht viel erreichbar, Abhängig von den Fahrdiensten, viele Outdoorsachen vmtl. im Winter nicht machbar…  zumindest im Haus teils kaum oder sogar gar kein Empfang (abhängig vom Anbieter, Vodafone ging bei mir einigermaßen…)

Die Organisation war sehr gut:
positiv		super Empfang(natürlich mit Wartezeiten), alle stellen sich Schritt für Schritt in der ersten Woche vor (Therapeut, Arzt, Therapiegruppe, Catering, Hauswirtschaft…), tägliche Infos per Postfach, abgesehen vom wöchentlichen Therapieplan gibt es einen weiteren für freiwillige Aktivitäten auch nachmittags/abends

negativ		…nichts…

Die Unterbringung war gut:
positiv		Einzelzimmer ,genug Platz, sauber, ausreichend ausgestattet

negativ		TV kostet extra, kein WLAN (nur im Lobbybereich, kostet auch extra und ist langsam), das Geruchsproblem mit den Abflüssen (bereits mehrfach angeführt) besteht noch immer und kann wohl nicht behoben werden(Baumangel), das stört wirklich gelegentlich, ist aber zu verkraften (Badtür zu , Lüftung anlassen und gut)

Die Anwendungen waren sehr gut:
positiv		alle Therapeuten sehr engagiert und freundlich, Mitspracherecht bei der Zusammenstellung der einzelnen Therapien (AT, PMR, div. Sport/Spielaktivitäten, Massage, Qigong oder Joga, Musik- und Tanztherapie …), top Ausstattung (super Fitnessbereich, Sporthalle, Schwimmhalle, gepflegter Außenbereich…)
Empfehlung: sich ruhig auf alle Therapien einlassen. Selbst wenn diese ggf. therapeutisch bei einem vmtl. nichts bewegen sind sie zumindest für die Gruppendynamik förderlich. Und manchmal ist man hinterher überrascht was dann doch so geht gedanklich ….
…anbei mal ein Ausschnitt meines Therapieplans (aber alles individuell…)

negativ		…nichts…

Die Verpflegung war gut:
positiv		Frühstück: ausreichend, Brötchen mit Aufschnitt, nichts Besonderes, Mittag: sehr abwechslungsreich und lecker, Abendrot: so lala, trocken Stulle mit Aufschnitt, manchmal Reste vom Mittag – insgesamt also ok, Empfehlung ab und zu Abends essen gehen….   , super Café für den Nachmittag mit teils sehr leckerem Kuchen/Waffeln….

negativ		die Kantine ist laut und manchmal auch gefühlt zu voll, Frühstück und Abendbrot ein wenig eintönig…

Insgesamt bin ich mit dem Aufenthalt sehr zufrieden und habe auch meine Reha-Ziele erreichen können. Ich kann die Rehaklinik empfehlen!"; 5 Sterne ;vor einem Jahr;22;Keine Antwort;Kein Datum;https://www.google.com/maps/place/MEDICLIN+Seepark+Klinik/@52.8236324,10.6832706,15z/data=!4m2!3m1!1s0x0:0x3df95c42798fac31?sa=X&ved=2ahUKEwjap-Pm8_DuAhXE_aQKHQyhD_UQ_BIwCnoECBUQBQ;1062021
MEDICLIN Seepark Klinik  ;Marlena W;Nein;Keine Angabe;Kein Text; 3 Sterne ;vor 2 Jahren;0;Keine Antwort;Kein Datum;https://www.google.com/maps/place/MEDICLIN+Seepark+Klinik/@52.8236324,10.6832706,15z/data=!4m2!3m1!1s0x0:0x3df95c42798fac31?sa=X&ved=2ahUKEwjap-Pm8_DuAhXE_aQKHQyhD_UQ_BIwCnoECBUQBQ;1062021
MEDICLIN Seepark Klinik  ;Tietz Christina;Nein;1 Rezension;"Sehr gute Rehaklinik mit einer äußerst freundlichen Grundstimmung. Ärzte und Therapeuten sind wirklich bemüht und die Verpflegung ist besonders mittags frisch und ausgewogen.
Nur die Zimmer sind teils renovierungsbedürftig und im Bad kann man sich auf Grund des Gestanks nicht lange aushalten.
Parkplätze sind ausreichend vorhanden und Einkaufsmöglichkeiten in der Nähe."; 4 Sterne ;vor 2 Jahren;2;Keine Antwort;Kein Datum;https://www.google.com/maps/place/MEDICLIN+Seepark+Klinik/@52.8236324,10.6832706,15z/data=!4m2!3m1!1s0x0:0x3df95c42798fac31?sa=X&ved=2ahUKEwjap-Pm8_DuAhXE_aQKHQyhD_UQ_BIwCnoECBUQBQ;1062021
MEDICLIN Seepark Klinik  ;Olaf Fischer;Ja;181 Rezensionen;"Vom 27.12.2018 - 05.02.2019 durfte ich mich hier ""kurieren"". Das Fazit fällt differenziert aus. Die persönlichen Eindrücke sind vielfältig. Mein Zimmer. Ansprechend groß, mit intergriertem Bad, solide. Ich war, wie erwartet, zufrieden. Die Beköstigung lässt sich überraschenderweise positiv beurteilen. Besonders der Umgang mit Fleisch und Fisch ist schon als gekonnt zu bewerten. Hut ab. Was die Köche hier können 👍👍👍. Die Ausdauer und Fitneßabteilung ist bestens ausgestattet. Wer einmal auf dem NUSTEP saß, weiß was ich meine. Echt hochwertige Geräte. Das Therapeutenteam um den Herrn Narstedt ist durchaus kompetent und motiviert. EUCH NOCH MAL EINEN GROSSEN DANK. Hervorzuheben ist dabei der Herr Schwarzer. Dieser Mann ist ein ""Seelchen"", ein Entusiast und für mein Gefühl ein begnadeter Sportlehrer. Dazu ein cooler Typ. Das medizinische Personal ist differenziert zu bewerten. Die Schwestern machen einen guten Job. Hier ist im Rahmen der Möglichkeiten immer Hilfe und Kompetenz zur Stelle. Zu den dortigen Ärzten und Therapeuten. Da liegt viel im Argen. Zu viel Alibi, Leitlinien....Chema F. Ich war dort 6 Wochen. Zum Abspecken und um zu lernen, das Essen der Ernährung dient und nicht um den Magen zu vergrössern. Für mich hat's funktioniert. Dort habe ich 8 kg ""verloren"" und jetzt zu Hause geht's weiter. Kein ""Jojo"". Ich denke, für mich waren diese 6 Wochen ein voller Erfolg. Aber, ich habe dort viel gesehen, erlebt und von Mitpatienten erfahren. Es ist  für viele andere Patienten dort nicht das, was sie brauchen. Eben zu viel ""0/8/15"" im Bereich Ärzte und Psychotherapeuten. LEIDER 👎 Habe inzwischen 11,5 kg "" verloren"". Von mir ein DANKE !!! Aber all die Anderen.  Ich hatte leider viel zu viele Mitpatienten, die hinterher noch frustrierter waren......"; 3 Sterne ;vor 2 Jahren;13;Keine Antwort;Kein Datum;https://www.google.com/maps/place/MEDICLIN+Seepark+Klinik/@52.8236324,10.6832706,15z/data=!4m2!3m1!1s0x0:0x3df95c42798fac31?sa=X&ved=2ahUKEwjap-Pm8_DuAhXE_aQKHQyhD_UQ_BIwCnoECBUQBQ;1062021
MEDICLIN Seepark Klinik  ;Andrea Ney;Ja;82 Rezensionen;"Diese Klinik hält in keinster Weise, was sie verspricht. Es beginnt bei enorm hohen Wartezeiten auf eine Reha, wenn man nicht auf die Akutstation soll. Ohne Rückfragen wäre die Bekanntgabe des Aufnahmetermins wohl noch knapper als eine Woche im Voraus ausgefallen.
Unfreundliches und enorm überhebliches Personal, vor allem im Bereich Sozialarbeit ist dort an der Tagesordnung. Weiterhin gestaltet es sich als schwierig, den Kontakt mit Ärzten oder Therapeuten zu halten, da die Sprachbarriere immens ist. Man reist an, hat ein klar definiertes Ziel, welches in zig Fragebögen immer wieder mit abgefragt und angesprochen und neu formuliert wird, aber NIEMAND geht auch nur im Geringsten darauf ein. Stattdessen findet ein Schubladendenken statt, welches seinesgleichen sucht. Entweder man passt sich an, oder man wird zwangsweise angepasst. Therapiepläne ändern sich bald täglich, sodass eine Beständigkeit zu keiner Zeit erreicht werden kann. Therapiezeiten kollidieren miteinander und diese Fehlplanungen werden am Ende dem Patienten angelastet (nicht erschienen heißt schließlich hier kein Interesse - blöd nur, dass weder beamen noch mehrteilen im Bereich des Möglichen liegt). Eine zugesicherte Anpassung der Therapieeinheiten auf die Bedürfnisse und Ziele wird immer wieder herausgezögert und schließlich völlig ""vergessen"". Gruppen tauchen ein einziges Mal auf und dann nie wieder. Statt voran zu kommen tritt man dort auf der Stelle oder wird durch ewiges Wiederholen und neu einfinden müssen in bestehende Konstellationen weit zurückgeworfen. Einzelgespräche finden so gut wie nicht statt oder werden auch gern vom Behandelnden Arzt mal vergessen.
Die Lärmbelästigung in dieser Klinik ist enorm, Patienten mit Problemen in Menschenmassen werden zu keiner Zeit zur Ruhe finden. Abgesehen von der Geräuschkulisse ist auch die Sauberkeit (nicht der allgemeine Zustand des Mobiliars, das ist halt einfach alt) der Patientenzimmer zu beanstanden. Von durchdringendem Geruch aus den Abflüssen über schlecht gewischte Böden gäbe es hier ein ganzes Kapitel zu vermerken.
Wer also nicht auf klischeehaftes Schubladendenken steht, wer wirklich Hilfe benötigt, wer bemüht ist seinen Weg vernünftig zu gehen, der ist hier nicht gut aufgehoben. Unterstützung findet man woanders, nicht aber hier.
Einzig die Kinderbetreuung macht einen hervorragenden Job, würde ich gern hundert Sterne geben."; 1 Stern ;vor 2 Jahren;15;Keine Antwort;Kein Datum;https://www.google.com/maps/place/MEDICLIN+Seepark+Klinik/@52.8236324,10.6832706,15z/data=!4m2!3m1!1s0x0:0x3df95c42798fac31?sa=X&ved=2ahUKEwjap-Pm8_DuAhXE_aQKHQyhD_UQ_BIwCnoECBUQBQ;1062021
MEDICLIN Seepark Klinik  ;Andrea Metzig;Nein;Keine Angabe;Kein Text; 3 Sterne ;vor 2 Jahren;0;Keine Antwort;Kein Datum;https://www.google.com/maps/place/MEDICLIN+Seepark+Klinik/@52.8236324,10.6832706,15z/data=!4m2!3m1!1s0x0:0x3df95c42798fac31?sa=X&ved=2ahUKEwjap-Pm8_DuAhXE_aQKHQyhD_UQ_BIwCnoECBUQBQ;1062021
MEDICLIN Seepark Klinik  ;Mrs Moon;Nein;1 Rezension;"Unfreundliches Personal, größtenteils. Unsaubere Zimmer.
Und die Ärzte konnte man sehr schlecht verstehen...
Mir haben die 11 Wochen innerhalb der Klinik leider nichts gebracht, ich wurde nur noch mehr runter gezogen und es ging mir danach noch schlechter.
Meine Therapheutin Fr. Makni war allerdings echt toll, konnte mir immer etwas helfen und hat sich den ganzen Aufenthalt über, für mich eingesetzt."; 2 Sterne ;vor 2 Jahren;12;Keine Antwort;Kein Datum;https://www.google.com/maps/place/MEDICLIN+Seepark+Klinik/@52.8236324,10.6832706,15z/data=!4m2!3m1!1s0x0:0x3df95c42798fac31?sa=X&ved=2ahUKEwjap-Pm8_DuAhXE_aQKHQyhD_UQ_BIwCnoECBUQBQ;1062021
MEDICLIN Seepark Klinik  ;Matthias Müller;Nein;6 Rezensionen;😒🙄🤔😐😴😌🙂😁😀🚂🙄😎😉; 4 Sterne ;vor 2 Jahren;2;Keine Antwort;Kein Datum;https://www.google.com/maps/place/MEDICLIN+Seepark+Klinik/@52.8236324,10.6832706,15z/data=!4m2!3m1!1s0x0:0x3df95c42798fac31?sa=X&ved=2ahUKEwjap-Pm8_DuAhXE_aQKHQyhD_UQ_BIwCnoECBUQBQ;1062021
MEDICLIN Seepark Klinik  ;Sascha Maier;Ja;85 Rezensionen;Kein Text; 5 Sterne ;vor 2 Jahren;0;Keine Antwort;Kein Datum;https://www.google.com/maps/place/MEDICLIN+Seepark+Klinik/@52.8236324,10.6832706,15z/data=!4m2!3m1!1s0x0:0x3df95c42798fac31?sa=X&ved=2ahUKEwjap-Pm8_DuAhXE_aQKHQyhD_UQ_BIwCnoECBUQBQ;1062021
MEDICLIN Seepark Klinik  ;Elena Schildenberger;Nein;Keine Angabe;Kein Text; 4 Sterne ;vor 2 Jahren;0;Keine Antwort;Kein Datum;https://www.google.com/maps/place/MEDICLIN+Seepark+Klinik/@52.8236324,10.6832706,15z/data=!4m2!3m1!1s0x0:0x3df95c42798fac31?sa=X&ved=2ahUKEwjap-Pm8_DuAhXE_aQKHQyhD_UQ_BIwCnoECBUQBQ;1062021
MEDICLIN Seepark Klinik  ;Gerhard Heinrich;Ja;12 Rezensionen;"Ich bin angereist im März mit fast 150kg.
Die Therapie bei Herrn Meyer war (Achtung! Keine Übertreibung!) weltklasse.
Die Ernährungsberatung bei Frau Prugger und Frau Hüttenhain war auch wunderbar.
Und natürlich das autogene Training bei Herrn Ulrich, der mir gezeigt hat, wie man entspannt. Dafür bin ich ewig dankbar.
In diesem Haus ist es, als ob jeder direkt wüsste, was Du jetzt brauchst und alle Angestellten versuchen es irgendwie möglich zu machen. Ich habe mich hier extrem toll behandelt, aufgehoben und verstanden gefühlt.
Ich möchte mich auch auf diesen Weg nochmals herzlichst bedanken, dass Sie mir alle im Verbund gezeigt haben, wie ich mein Leben wieder in den Griff bekomme.
Für all die, die überlegen, dort hin zu gehen: Es ist keine Abnehmklinik!
Super Therapeuten, Ärzte und Ernährungsberater zeigen Dir, wie Du Dein Leben innerhalb von einem Jahr komplett umkrempeln kannst, zu mehr Lebensqualität gelangst und ganz nebenbei auf Normalgewicht kommst."; 5 Sterne ;vor 2 Jahren;21;Keine Antwort;Kein Datum;https://www.google.com/maps/place/MEDICLIN+Seepark+Klinik/@52.8236324,10.6832706,15z/data=!4m2!3m1!1s0x0:0x3df95c42798fac31?sa=X&ved=2ahUKEwjap-Pm8_DuAhXE_aQKHQyhD_UQ_BIwCnoECBUQBQ;1062021
MEDICLIN Seepark Klinik  ;Koray -2403;Nein;6 Rezensionen;"Personal ist größtenteils aus Osteuropa mit schwach bis sehr starkem Akzent. Zudem viele unerfahrene Berufsanfänger. Man merkt immer wieder, dass es der Einrichtung NUR um Geld geht. Auch wenn dies zulasten der Patienten geht. Z.B werden die Patienten angehalten ihre eigenen Medikamente von zuhause mitzubringen und diese zu nehmen, obwohl sie gesetzlich verpflichtet sind, diese zu stellen.

Die erste Woche durch hatten ich und einige andere Patienten jeden Tag im Zimmer und auf dem Flur einen durchfallartigen Geruch wahrgenommen. Lag wohl an verstopften Abflüssen. Das Wasser aus dem Waschbecken war durchweg sehr milchig und wurde auch mit Abwarten nicht klarer. In der zweiten Woche habe ich es dann gemeldet, weil es nicht besser wurde. Auch die Zimmer sind viel älter als auf den Fotos und der Lack ist im wahrsten Sinne des Wortes ab von den Möbeln. Abends zur Schlafenszeit hört man die Magersüchtigen in der Etage drüber durch Auf- und Ablaufen Kalorien verbrennen.

Das Schlimmste aber war, dass eine Therapeutin mich nach einem Gruppengespräch bei einem Einzelgespräch fragte, warum einige anderen ständig Spitzen auf mich abschossen. Dies hat mich sehr verärgert und fassungslos gemacht. Auf meine Frage, wenn sie das schon bemerkt hat, warum sie das zugelassen und nicht interveniert hat, teilte sie mit, das wäre nicht ihre Aufgabe. Da frage ich mich tatsächlich, was die junge Frau als Therapeutin und Gesprächsführerin in den Gruppensitzungen als ihre Aufgabe betrachtet. Ich bin wegen einer schwergradigen Depression aufgrund jahrelangem Mobbings / Bossings da gewesen. Zum Schluss bin ich gar nicht mehr zu den Gruppensitzungen da das Abschiessen der Spitzen nicht aufgehört hatte. Daraufhin wurde ich per Lautsprecher im ganzen Haus ausgerufen und musste mich bei mehreren Gesprächen dazu verantworten. Es war furchtbar. Ich habe es einfach nicht mehr ausgehalten und war froh, jedes We die Einrichtung verlassen zu können bzw endgültig entlassen zu werden.

Bei meiner Entlassung sollte ich, auch aufgrund von Feiertagen, ohne jegliche Therapie/Maßnahme o.ä erst nach den Feiertagen auf einen Dienstag raus, da der nächste Patient für mein Zimmer Dienstag Mittag kam. Mein Wunsch die Klinik nach Ende der letzten Maßnahme zu verlassen und zu den Feiertagen bereits bei meiner Familie sein zu können wurde aufgrund rein finanz Interessen abgeschmettert. Mir wurde auch angedroht, im Entlassungsbrief festzuschreiben, dass ich dann Reha eigeninitiativ ohne ärztl Einverständnis abgebrochen hätte. Trotz tagelang fehlender irgendwie gearteter Maßnahmen sollte ich einfach die Feiertage absitzen, damit sie für mich mehr kassieren konnten. Das hat mich echt belastet. Ich bin trotzdem abgereist. Dafür habe ich einen entsprechend miesen Entlassungsbrief bekommen, worin klausuliert stand, ich würde mir einbilden, von der Klinik und den Mitpatienten schlecht behandelt worden zu sein. Ich habe mich nicht getraut irgendwem diesen Entlassungsbrief zu zeigen. Nur auf Wunsch meinem Therapeuten. Der hat sich von dem was seine 'Kollegin' reinschrieb derart irritieren lassen, dass er nun meine Worte im Gesamten in Frage stellte. Dies war sehr enttäuschend für mich und hat letztlich unser Vertrauensverhältnis derart erschüttert, dass ich die Therapie abgebrochen habe. Ohne Vertrauen bringt das alles nichts mehr.

Ich kann jeden vor dieser Einrichtung daher nur eindringlich warnen. Tut euch das nicht an."; 1 Stern ;vor 3 Jahren;17;Keine Antwort;Kein Datum;https://www.google.com/maps/place/MEDICLIN+Seepark+Klinik/@52.8236324,10.6832706,15z/data=!4m2!3m1!1s0x0:0x3df95c42798fac31?sa=X&ved=2ahUKEwjap-Pm8_DuAhXE_aQKHQyhD_UQ_BIwCnoECBUQBQ;1062021
MEDICLIN Seepark Klinik  ;Hassan Elkherraz;Ja;23 Rezensionen;Kein Text; 4 Sterne ;vor 3 Jahren;0;Keine Antwort;Kein Datum;https://www.google.com/maps/place/MEDICLIN+Seepark+Klinik/@52.8236324,10.6832706,15z/data=!4m2!3m1!1s0x0:0x3df95c42798fac31?sa=X&ved=2ahUKEwjap-Pm8_DuAhXE_aQKHQyhD_UQ_BIwCnoECBUQBQ;1062021
MEDICLIN Seepark Klinik  ;Passat;Ja;17 Rezensionen;"Die Absprache unter den Ärzten ist nicht gut und deren Sprachkenntnisse auch nicht,
man fühlt sich missverstanden und falsch behandelt.
Es fehlt an Zeit und Personal um richtig und gut behandeln zu können.
Bei Essstörungen ist die Klinik vielleicht ein guter Ort um Unterstützung und Hilfe zu erfahren, aber nicht bei Depression und Psychischen Erkrankungen."; 1 Stern ;vor 3 Jahren;12;Keine Antwort;Kein Datum;https://www.google.com/maps/place/MEDICLIN+Seepark+Klinik/@52.8236324,10.6832706,15z/data=!4m2!3m1!1s0x0:0x3df95c42798fac31?sa=X&ved=2ahUKEwjap-Pm8_DuAhXE_aQKHQyhD_UQ_BIwCnoECBUQBQ;1062021
MEDICLIN Seepark Klinik  ;Fenja Teresa;Nein;2 Rezensionen;"Mein Aufenthalt auf der Akutstation (Kinder- und Jugendbereich) dauerte 4 Monate an und ich möchte anmerken, dass dieser Zeitraum auch dringend erforderlich war. Die Klinik hat mir so enorm geholfen, jedoch muss man es selber wollen, sich zumindest selber ""zwingen"" können. Ist dieser Schritt getan, gibt es in der Seepark Klinik umfangreiche Unterstützung. Sei es nun von Psychologen, Ernährungsberatern, Kreativtherapeuten oder den Schwestern/ Pflegern. Sogar der Kontakt mit Patienten hat mir wesentlich geholfen, zumal sie einen verstehen. Wichtig ist jedoch, dass ihr euer eigenes Ding durchzieht und ihr euch NICHT AN ANDEREN ORIENTIERT. Jeder geht einen anderen Weg, aber vertraut man den Therapeuten und lässt zu, die Kontrolle über alles einfach abzulegen, hat man in Bad Bodenteich eine wundervoll erholsame Zeit. Sicherlich hat man auch schwierige Zeiten, aber da man stationär behandelt wird, ist wirklich IMMER jemand kompetentes zum Reden da. Die Klinik lässt einem sehr viele Freiheiten und das Gelände ist groß mit vielen Orten zum Auszeit vom Klinikalltag nehmen. Der tägliche Spaziergang um den hübschen See ist auch entspannend. Leider brechen viele Patienten/ *innen die Behandlund vorzeitig ab und können so nichts positives berichten. Abee ich habe mir die Zeit genommen VOLLSTÄNDIG GESUND zu werden und jetzt, ich bin bereits mehrere Monate wieder Zuhause, kann ich ein friedvolles Leben führen. Ich rate jedem, wer sich nach dem Klinikaufenthalt der Akutstation noch unsicher fühlt, einen Reha-Aufenthalt zu machen, zur Festigung. Macht es lieber das eine Mal lange und ausführlich, anstatt verfrüht abzubrechen und immer wiederzukommen. Es ist anfangs beängstigend, aber die Klinik ist meiner Meinung nach einfach nur empfehlenswert. Liebes Personal, hervorragende + abwechslungsreiche Therapien, leckeres Essen und häufig Freizeitangebote. Die MediClin Seepark Klinik in Bad Bodenteich bekommt von mir also 5 Sterne und ein riesen großes Dankeschön!!"; 5 Sterne ;vor 3 Jahren;14;Keine Antwort;Kein Datum;https://www.google.com/maps/place/MEDICLIN+Seepark+Klinik/@52.8236324,10.6832706,15z/data=!4m2!3m1!1s0x0:0x3df95c42798fac31?sa=X&ved=2ahUKEwjap-Pm8_DuAhXE_aQKHQyhD_UQ_BIwCnoECBUQBQ;1062021
